5.6762123,0.88768005,2.324295,-4.9542427,-2.081089,0.64842224,-1.5538597,-1.3144302,1.2234879,1.5108109,1.5587044,3.0910301,3.95298,0.8404541,1.702385,-4.426937,-2.0804977,0.64899445,-6.581688,-4.474697,-8.018227,5.150261,-6.581688,-7.5872803,1.8940163,-3.564968,-6.3902855,-7.779026,0.12199402,-2.6554298,-5.38496,1.9893074,0.3132248,0.12161255,4.4791603,2.1327019,-3.086853,-8.641567,2.6594162,4.2396545,5.6762123,0.88768005,2.324295,4.9542427,2.081089,0.64842224,1.5538597,1.3144302,1.2234879,1.5108109,1.5587044,3.0910301,3.95298,0.8404541,1.702385,4.426937,2.0804977,0.64899445,6.581688,4.474697,8.018227,5.150261,6.581688,7.5872803,1.8940163,3.564968,6.3902855,7.779026,0.12199402,2.6554298,5.38496,1.9893074,0.3132248,0.12161255,4.4791603,2.1327019,3.086853,8.641567,2.6594162,4.2396545,0.10599136,0.6703482,5.6762123,-8.641567,0
5.6277084,3.4728432,5.484028,5.6276894,-8.354874,3.9995956,-8.7379265,0.31246185,2.1800423,-5.2900505,-3.1351662,-0.070438385,-7.7799416,-6.3912582,-9.45591,-1.1237717,0.5522156,1.4141655,3.0422592,0.7437706,1.5578651,-4.3320465,-2.4166107,-0.022315979,-7.4445343,-5.481224,-7.444496,-8.354321,-7.0135117,-7.2050476,-8.545856,-8.593769,-5.193939,-7.68404,0.36066055,-2.5604057,-5.002651,3.1856918,-4.9070168,-0.26216507,5.6277084,3.4728432,5.484028,5.6276894,8.354874,3.9995956,8.7379265,0.31246185,2.1800423,5.2900505,3.1351662,0.070438385,7.7799416,6.3912582,9.45591,1.1237717,0.5522156,1.4141655,3.0422592,0.7437706,1.5578651,4.3320465,2.4166107,0.022315979,7.4445343,5.481224,7.444496,8.354321,7.0135117,7.2050476,8.545856,8.593769,5.193939,7.68404,0.36066055,2.5604057,5.002651,3.1856918,4.9070168,0.26216507,-0.0065541267,0.04145194,5.6277084,-9.45591,0
6.2018204,5.004635,4.7652054,5.6750298,6.1060143,2.8977203,4.813156,-1.4597893,1.269722,3.1373215,-5.2425957,-1.4596367,-1.1723137,-0.21461487,1.5092659,2.8022003,3.7120438,2.2275925,3.3768654,-0.5976105,1.0305405,2.7544403,-4.0452385,-1.6030693,-7.923908,-6.535206,-4.332466,4.5742416,5.962925,-6.2957573,-8.211212,-9.216862,-3.7579727,-6.3438225,1.9402885,-0.16672134,-3.0399132,2.8020668,2.6104736,5.962429,6.2018204,5.004635,4.7652054,5.6750298,6.1060143,2.8977203,4.813156,1.4597893,1.269722,3.1373215,5.2425957,1.4596367,1.1723137,0.21461487,1.5092659,2.8022003,3.7120438,2.2275925,3.3768654,0.5976105,1.0305405,2.7544403,4.0452385,1.6030693,7.923908,6.535206,4.332466,4.5742416,5.962925,6.2957573,8.211212,9.216862,3.7579727,6.3438225,1.9402885,0.16672134,3.0399132,2.8020668,2.6104736,5.962429,0.14906073,0.9427428,6.2018204,-9.216862,0
6.6322327,2.7056122,4.621067,5.483036,0.79029083,2.7057648,-5.434704,-2.369976,0.69473267,-7.9724884,-5.147209,-9.696312,-9.456882,-8.163967,-1.4121437,-0.3107834,0.4553795,1.3173485,-3.3754349,-1.3163376,0.83854675,-6.1048317,-4.1415024,-8.25964,-8.211765,-6.727314,-7.493477,-8.690624,-3.1838226,-5.434475,-7.6851463,0.6468773,-2.753067,4.669132,2.5142288,0.16778946,5.961876,5.195694,3.280239,6.009712,6.6322327,2.7056122,4.621067,5.483036,0.79029083,2.7057648,5.434704,2.369976,0.69473267,7.9724884,5.147209,9.696312,9.456882,8.163967,1.4121437,0.3107834,0.4553795,1.3173485,3.3754349,1.3163376,0.83854675,6.1048317,4.1415024,8.25964,8.211765,6.727314,7.493477,8.690624,3.1838226,5.434475,7.6851463,0.6468773,2.753067,4.669132,2.5142288,0.16778946,5.961876,5.195694,3.280239,6.009712,0.1502428,0.950219,6.6322327,-9.696312,0
6.392746,5.4829216,4.1900063,5.4829216,0.74230194,2.274685,4.6211243,-3.088398,0.5030823,-7.68528,-6.057129,-3.279705,-2.7054596,1.3648033,2.1309853,3.759098,0.59869766,1.795845,3.232479,-1.6518021,0.7425308,-6.34449,-6.44022,-2.3699188,-8.738651,-7.34993,-7.637253,-8.594952,-8.642845,-5.434513,-7.8767014,5.387535,-2.753067,-5.5783844,3.1367302,1.0297203,-1.987114,5.8660507,3.375988,5.7702255,6.392746,5.4829216,4.1900063,5.4829216,0.74230194,2.274685,4.6211243,3.088398,0.5030823,7.68528,6.057129,3.279705,2.7054596,1.3648033,2.1309853,3.759098,0.59869766,1.795845,3.232479,1.6518021,0.7425308,6.34449,6.44022,2.3699188,8.738651,7.34993,7.637253,8.594952,8.642845,5.434513,7.8767014,5.387535,2.753067,5.5783844,3.1367302,1.0297203,1.987114,5.8660507,3.375988,5.7702255,0.14425564,0.91235274,6.392746,-8.738651,0
6.583805,6.104965,4.333191,5.6261253,-0.40744781,1.795311,-6.680355,-3.9029503,-0.7424736,1.5560722,-6.536522,-3.9985657,-0.79029083,0.5026245,1.3166809,2.1786118,-5.8182716,1.4124489,3.1363487,-2.274685,0.16750336,5.051861,-5.530796,-2.9449463,-8.930607,-7.781353,-6.1053658,-9.170036,-9.026375,6.105404,-6.967373,5.003948,-1.3648796,-5.1478767,3.6629868,1.5081024,-1.3650894,5.769787,4.141674,5.7697487,6.583805,6.104965,4.333191,5.6261253,0.40744781,1.795311,6.680355,3.9029503,0.7424736,1.5560722,6.536522,3.9985657,0.79029083,0.5026245,1.3166809,2.1786118,5.8182716,1.4124489,3.1363487,2.274685,0.16750336,5.051861,5.530796,2.9449463,8.930607,7.781353,6.1053658,9.170036,9.026375,6.105404,6.967373,5.003948,1.3648796,5.1478767,3.6629868,1.5081024,1.3650894,5.769787,4.141674,5.7697487,0.14424372,0.91227734,6.583805,-9.170036,0
6.6792297,-9.170856,4.0455437,5.9609985,-0.4556465,-1.987915,0.31057358,-0.21615982,3.2794762,3.758316,2.5611877,4.620266,5.482197,4.90757,3.2794952,4.7639656,0.11911392,1.6993713,3.7106323,-7.9254913,0.55028915,-7.7817154,-5.531044,-2.9930878,-9.313946,-8.26046,-7.877388,-9.361839,-9.457607,-4.9085045,-7.4464607,-9.218292,-0.9820366,-4.5256424,4.285221,1.6035652,-1.0780716,5.8652687,4.1892242,5.625763,6.6792297,9.170856,4.0455437,5.9609985,0.4556465,1.987915,0.31057358,0.21615982,3.2794762,3.758316,2.5611877,4.620266,5.482197,4.90757,3.2794952,4.7639656,0.11911392,1.6993713,3.7106323,7.9254913,0.55028915,7.7817154,5.531044,2.9930878,9.313946,8.26046,7.877388,9.361839,9.457607,4.9085045,7.4464607,9.218292,0.9820366,4.5256424,4.285221,1.6035652,1.0780716,5.8652687,4.1892242,5.625763,0.14064407,0.8895112,6.6792297,-9.457607,0
6.535568,5.8651733,5.0032234,6.104603,0.45412064,2.3695755,4.907551,-3.8554382,0.7416153,2.6570702,-5.531311,-0.64697266,-0.64697266,0.98114014,1.5078735,2.8007889,0.6459427,1.938839,-6.34531,-1.3652039,0.023517609,-6.536751,-4.717083,-2.0833397,-8.643627,-7.254944,-8.260536,-9.074593,-8.787289,-5.8662605,-8.021145,-9.170437,-2.562275,-6.249523,2.8486443,0.74163437,0.35848618,5.7694817,3.183632,6.296158,6.535568,5.8651733,5.0032234,6.104603,0.45412064,2.3695755,4.907551,3.8554382,0.7416153,2.6570702,5.531311,0.64697266,0.64697266,0.98114014,1.5078735,2.8007889,0.6459427,1.938839,6.34531,1.3652039,0.023517609,6.536751,4.717083,2.0833397,8.643627,7.254944,8.260536,9.074593,8.787289,5.8662605,8.021145,9.170437,2.562275,6.249523,2.8486443,0.74163437,0.35848618,5.7694817,3.183632,6.296158,0.15740395,0.99551,6.535568,-9.170437,0
6.391449,3.0394745,5.194378,-2.3236084,-9.745808,2.7523613,-5.531769,-2.9459,0.023040771,6.152439,-6.2498665,-9.3624115,-0.83898544,-0.503788,1.2679672,-0.6474495,0.45394897,1.5553474,-5.483818,-1.9881248,-1.1740494,-6.872406,-5.1963806,-8.452587,-8.739891,5.33844,-7.5427437,-9.027214,-2.4190521,-5.5316353,-8.261166,1.0764503,-2.03619,5.386009,3.2789993,0.88466644,6.0562706,5.242195,4.667568,6.1520195,6.391449,3.0394745,5.194378,2.3236084,9.745808,2.7523613,5.531769,2.9459,0.023040771,6.152439,6.2498665,9.3624115,0.83898544,0.503788,1.2679672,0.6474495,0.45394897,1.5553474,5.483818,1.9881248,1.1740494,6.872406,5.1963806,8.452587,8.739891,5.33844,7.5427437,9.027214,2.4190521,5.5316353,8.261166,1.0764503,2.03619,5.386009,3.2789993,0.88466644,6.0562706,5.242195,4.667568,6.1520195,0.15380049,0.97271967,6.391449,-9.745808,0
6.438961,5.960102,4.7629547,6.1037636,5.8164406,2.2250557,4.571476,-8.8843155,0.74071884,2.5125313,-6.968727,-2.4674416,0.2620697,-4.2391205,-6.154499,-9.841633,-9.793758,-8.596611,-8.165646,-9.362793,-1.5574837,-4.670086,-0.88716507,-0.6477356,-3.4729767,-3.9518356,-3.9997292,-6.6813087,-7.112274,-6.3461113,-6.920738,4.3323135,-2.1801376,-5.005398,-7.6870346,0.59711456,-2.2281837,4.954586,2.7997208,1.0758018,6.438961,5.960102,4.7629547,6.1037636,5.8164406,2.2250557,4.571476,8.8843155,0.74071884,2.5125313,6.968727,2.4674416,0.2620697,4.2391205,6.154499,9.841633,9.793758,8.596611,8.165646,9.362793,1.5574837,4.670086,0.88716507,0.6477356,3.4729767,3.9518356,3.9997292,6.6813087,7.112274,6.3461113,6.920738,4.3323135,2.1801376,5.005398,7.6870346,0.59711456,2.2281837,4.954586,2.7997208,1.0758018,0.026895046,0.1700992,6.438961,-9.841633,0
